,id,model,price,kilometer,registration_date,condition,zip_code,text,place
189,1169904609,Kleinwagen,8.77 €,45,2016,UnbeschädigtesFahrzeug,Dr.-W,"                    Ihr Ansprechpartner für dieses KFZ:Miriam Hefter, Tel: 09931/ 709-600Ihr Ansprechpartner für dieses KFZ:Dominik Schedlbauer, Tel: 09931/709-600Ihr Ansprechpartner für dieses KFZ:Vanessa Viscusi, Tel: 09931/709-600Fahrzeugnummer: E43385-GWStandort des Fahrzeug: Autoland Plattling / Abfahrt A92 Plattling WestAUSSTATTUNGSPAKETE- Cool & Sound Paket- WinterpaketRÄDER- Reifendruckkontrollsystem (RDK)- ReserveradMOTOR GETRIEBE & FAHRWERK- Antischlupfregelung- ServolenkungAUDIO & KOMMUNIKATION- Audiosystem: Radio/CD-Player mit Multi-Funktions-Display- AUX-IN- USB- BordcomputerEXTERIEUR- Außenspiegel in Wagenfarbe lackiert- Frontscheibe heizbar- Scheiben getönt- Scheibenwischer-Intervallschaltung- Heckspoiler- Stoßfänger hinten Sport-Design mit DiffusorINTERIEUR- Fensterheber elektrisch- Klimaanlage mit mechanischer Regelung- Multifunktionslenkrad- Getränkehalter- 4-Fach verstellbarer Fahrersitz- manuell- Rücksitzbank geteilt umlegbar- Sitz vorn links mechanisch höhenverstellbar- Sitze in der 2.Reihe umklappbar- SitzheizungTECHNIK & SICHERHEIT- Antiblockiersystem- elektronische Wegfahrsperre- Elektronisches Stabilitätsprogramm (ESP)- Kindersitzbefestigung ISOFIX- Wärmeschutzglas- Zentralverriegelung mit FunkfernbedieungLICHT & SICHT- Außenspiegel elektr. einstell-/beheizbar- TagfahrlichtZUSTAND- Nichtraucherfahrzeug- Kein Reimport- ScheckheftgepflegtUNSERE LEISTUNGEN- Inzahlungnahme möglich- Probefahrt gerne möglich- TÜV/AU neu- Attraktive Wartungs- / Inspektionspakete möglich**Irrtum und Zwischenverkauf vorbehalten*KleinwagenGebrauchtfahrzeugHubraum: 1242 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro6Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: NeuFarbe: WeißFarbe (Hersteller): Frost-WeißInnenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: --Anhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtPannenhilfe: ReserveradAusstattungABS, Beheizbare Frontscheibe, Bordcomputer, CD-Spieler, E10-geeignet, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Garantie, Isofix, Multifunktionslenkrad, Nichtraucher-Fahrzeug, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Sitzheizung, Traktionskontrolle, USB, Winterpaket, ZentralverriegelungWeitere Informationen bei","Dr.-Wandinger-Straße7,94447Bayern-Plattling"
190,1164481494,AndereFahrzeugtypen,6.99 €,23.445,2017,BeschädigtesFahrzeug,Ranne,"                    Sonderausstattung:Cool & Sound-Paket 2, Easy-Driver-Paket, Lackierung Racing RotWeitere Ausstattung:Airbag Beifahrerseite abschaltbar, Antischlupfregelung (ASR) + ABS, Außenspiegel elektr. verstell- und heizbar, Außenspiegel Wagenfarbe, Blinkleuchte in Außenspiegel integriert, Bordcomputer, Dachspoiler Wagenfarbe, Elektr. Bremskraftverteilung, Getränkehalter vorn, Intelligent Protection System (IPS), Isofix-Aufnahmen für Kindersitz, Karosserie: 5-türig, Lenksäule (Lenkrad) höhen-/längsverstellbar, Motor 1,5 Ltr. - 70 kW TDCi KAT, Reifen-Reparaturkit, Reifendruck-Kontrollsystem, Rücksitz geteilt / klappbar, Schadstoffarm nach Abgasnorm Euro 6, Schalt-/Wählhebelgriff Leder, Scheinwerfer mit Ausschaltverzögerung, Scheinwerfer Projektionslinsen-Design, Sitz vorn links höhenverstellbar, Stahlfelgen 6x15, Start/Stop-Anlage, Staub- und Pollenfilter, Stoßfänger hinten Sport-Design mit Diffusor, Stoßfänger Wagenfarbe, Türgriffe außen Wagenfarbe, Verglasung getönt, WärmeschutzverglasungAndereGebrauchtfahrzeugBeschädigtHubraum: 1499 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro6Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: --Farbe: RotFarbe (Hersteller): Race RotInnenausstattung: --Farbe der Innenausstattung: --Airbags: Front-AirbagsAnhängerkupplung: --AusstattungBordcomputer, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Isofix, Lederlenkrad, Partikelfilter, Scheckheftgepflegt, Servolenkung, Start/Stopp-Automatik, ZentralverriegelungWeitere Informationen bei","Rannetsreit31/3,94535Bayern-EgingamSee"
191,1012241315,Kleinwagen,8.39 €,46.2,2017,UnbeschädigtesFahrzeug,After,"                    Innenausstattung:Stoff, Schwarz, Servolenkung, Klimaanlage, 5 Sitzplätze, Geteilte Rücksitzbank, ISOFIXAußenausstattung:5 Türen, El. Seitenspiegel, Zentralverriegelung, Ganzjahresreifen, Stahlfelgen, Tagfahrlicht, El. Fensterheber - vorne, Wärmeschutz/Getönte ScheibenTechnologie:CD-Spieler und Tuner/Radio, AntriebssteuerungSicherheit & Umwelt:Front-Airbags, El. Wegfahrsperre, ESPSonstiges:1 Vorbesitzer, MietwagenKleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1242 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro6Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: NeuFarbe: Grau MetallicFarbe (Hersteller): Magnetic-Grau (Metallic)Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front-AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtAusstattungAllwetterreifen, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, Isofix, Servolenkung, Stahlfelgen, ZentralverriegelungWeitere Informationen bei","AfterhausenerStrasse3,84389Bayern-Postmünster"
192,1169109445,Kleinwagen,700 €,69,1998,BeschädigtesFahrzeug,94253,"                    Bitte genau durchlesen !!!!Biete den Fiesta meiner Frau zum Verkauf an!Auto hat 69000km runter, neuen TÜV, neue Bremsen und eine neue Batterie.Der Fiesta befindet sich dem Alter entsprechend in einem guten Zustand mit ein bisschen Rost in den Radläufen und am Kofferraum bzw altersbedingten Gebrauchsspuren !!![Leider dreht er seit letzter Woche nach dem Batteriewechsel nur noch bis 4000 Umdrehungen!Steuergerät wurde neu angelernt(steht auch so in der Betriebsanweisung) brachte leider keine Besserung!Vor dem Batteriewechsel lief er einwandfrei.]EDIT:Hat nochmal eine neue Batterie bekommen die erste hatte zu viel Amperestunden , wurde wieder neu angelernt und läuft jetzt besser aber der Fehler tritt trotzdem noch sporadisch auf !!!Der Fiesta kann aber jederzeit Probe gefahren werden.Da Privatverkauf keine Garantie oder Rücknahme!!!Bei Fragen einfach schreiben oder anrufen.KleinwagenGebrauchtfahrzeugBeschädigt, UnfallfreiHubraum: 1242 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: --Anzahl der Fahrzeughalter: 3HU: 6/2021Farbe: WeißFarbe (Hersteller): --Innenausstattung: --Farbe der Innenausstattung: --Airbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungCD-Spieler, Elektr. Fensterheber, Elektr. Wegfahrsperre, Leichtmetallfelgen, Nichtraucher-Fahrzeug, Servolenkung, Tuner/Radio, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieterstefan wenninger94253 BischofsmaisDeutschlandTel.: +49 0170 7797107Weitere Informationen bei",94253Bayern-Bischofsmais
193,1111312894,Kleinwagen,1.70 €,176.447,2007,UnbeschädigtesFahrzeug,Nicol,"                    Sonderausstattung:Audiosystem 6000 (Radio/CD-Player), AUX-IN-Anschluss, Metallic-LackierungWeitere Ausstattung:Außenspiegel mech. von innen verstellbar, Außenspiegel schwarz, Check-Control-System, Elektr. Bremskraftverteilung, Fernentriegelung Heckklappe/-Deckel, Heckscheibenwischer, Intelligent Protection System (IPS), Karosserie: 3-türig, Kopfstützen hinten verstellbar, Lenksäule (Lenkrad) höhenverstellbar, Motor 1,4 Ltr. - 50 kW TDCi KAT, Rücksitzlehne geteilt, Rücksitzlehne klappbar, Scheinwerfer mit Ausschaltverzögerung, Sitz vorn links höhenverstellbar, Stoßfänger Wagenfarbe, Türgriffe außen Wagenfarbe, Verglasung getöntFür weitere Fragen stehen wir Ihnen gerne zur Verfügung. E-Mail: info@vogel-trucks.de Handy: + 49 152 53 91 7391 ; +49 151 21 93 8004 (auch WhatsApp) Tippfehler, Irrtum und Zwischenverkauf vorbehalten.KleinwagenGebrauchtfahrzeugHubraum: 1399 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: --Umweltplakette: --Anzahl der Fahrzeughalter: --HU: 11/2020Farbe: Rot MetallicFarbe (Hersteller): Tango MetallicInnenausstattung: StoffFarbe der Innenausstattung: --Airbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Bordcomputer, CD-Spieler, Elektr. Wegfahrsperre, Lederlenkrad, ServolenkungWeitere Informationen bei","Nicolausstr.2,94447Bayern-Plattling"
194,1166363385,Kleinwagen,160 €,58,1998,BeschädigtesFahrzeug,94501,                    Verkaufe hier einen Ford Fiesta von 1998 defekt. Das Fahrzeug hat die wegfahrsperre aktiv aber niemand weiß warum deswegen als Defekt zu verkaufen.Der Motor und das Getriebe sind in top Zustand bis zuletzt lieg das Fahrzeug top. Standleitungen beträgt jetzt 2 Wochen.Bei Interesse und Fragen steh ich Ihnen gerne zu Verfügung.Privatverkauf keine Garantie oder Rücknahme.,94501Bayern-Aidenbach
195,1165020706,Kleinwagen,500 €,164.912,1997,UnbeschädigtesFahrzeug,94405,                    Verkaufe gut erhaltenes Rentnerfahrzeug wegen Neuanschaffung. Besichtigung ist abends ab 18.00 Uhr möglich 8 Fach bereift macht mir Ein schönes Angebot und das Auto gehört Ihnen,94405Bayern-LandauadIsar
196,1168536177,Kleinwagen,299 €,47,1999,BeschädigtesFahrzeug,Lamer,"                    Sonderausstattung:Metallic-LackierungWeitere Ausstattung:3. Bremsleuchte, Airbag Beifahrerseite, Airbag Fahrerseite, Außenspiegel schwarz, Gurtstraffer, Heckscheibe heizbar, Heckscheibenwischer, Karosserie: 5-türig, Katalysator geregelt, Leuchtweitenregelung, Mittelkonsole lang, Motor 1,3 Ltr. - 44 kW KAT, Nebelschlussleuchte(n), Rückfahrscheinwerfer, Rücksitzlehne geteilt, Seitenairbag vorn, Stoßfänger Wagenfarbe, Verglasung getönt.Das Fahrzeug hat Rost, Einstiege ,- Kotflügelunterkanten, altersbedingte Gebrauchsspuren, Motor läuft- Fahrzeug hat sehr wenig Kilometer.An Bastler / TüV abgelaufenVERKAUF im KundenauftragAlle Angaben ohne Gewähr und vorbehaltlich der persönlichen Überprüfung.KleinwagenGebrauchtfahrzeugBeschädigt, UnfallfreiHubraum: 1299 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: 12/2018Farbe: Blau MetallicFarbe (Hersteller): Lugano-Blau MetallicInnenausstattung: StoffFarbe der Innenausstattung: GrauAirbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Elektr. WegfahrsperreWeitere Informationen bei","Lamerstraße35,93453Bayern-NeukirchenbHlBlut"
197,1165985078,Kleinwagen,950 €,198,2005,5,94315,"                    Ford Fiesta 1,4Es muss der Magnetschalter ausgetauscht werden (Kosten ca. 20 €)(Auto springt nur durch anschieben an)Hinten rechts ist ein kleiner Rostfleck+ 4x Winterreifen auf StahlfelgenKein Unfallschaden",94315Bayern-Straubing
198,1148183074,Kleinwagen,444 €,170,1996,UnbeschädigtesFahrzeug,84333,                    Verkaufe meine Ford Fiesta mk4 wegen Neuanschaffung.Wurde von mir nur als übergangsauto genutzt.Winterreifen und Sommerreifen sind wie neu .Auto läuft ohne Probleme.,84333Bayern-Malgersdorf
199,1147497026,Benzin,1.35 €,142,2004,2020,Regen,"                    Verkaufe ich hier eine Ford fester 1,3 gut Öl und Bremse und komplett Kontrolle von ganz Auto ist schon gemacht Auto läuft sehr gut wenn haben Sie noch Fragen rufen mich an das Auto ist noch angemeldet","Regen,94209Bayern-Regen"
201,1168945614,Kleinwagen,5.99 €,76,2010,UnbeschädigtesFahrzeug,94530,"                    Verkaufe hier einen Ford Fiesta mit dem Baujahr 2010. Der Kilometerstand liegt bei 76000 km. Das Auto befindet sich in einem sehr gepflegten Zustand. Es ist 8 Fach bereift, Sommer und Winterreifen sind auf Alufelgen. Der Zustand der Reifen ist neuwertig, da Sommerreifen 2 neue sind und Winterreifen 1 Saison gelaufen sind. zusätzlich wäre bei dem Kauf ein Sportauspuff von der Firma Bose dabei, der aber momentan nicht montiert ist sondern ein serienmäßiger Auspuff.Die Auspuffanlage wäre auf den Bildern zu sehen.KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1596 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 4/2021Farbe: Schwarz MetallicFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: GrauAirbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Bluetooth, Bordcomputer, E10-geeignet, ESP, Elektr. Fensterheber, Elektr. Wegfahrsperre, Isofix, Leichtmetallfelgen, MP3-Schnittstelle, Multifunktionslenkrad, Nichtraucher-Fahrzeug, Servolenkung, Sportfahrwerk, Sportpaket, Sportsitze, Tuner/Radio, ZentralverriegelungDer Preis ist Verhandlungsbasis.PrivatanbieterJosef Schober94530 AuerbachDeutschlandTel.: +49 0160 98787055Weitere Informationen bei",94530Bayern-Auerbach
204,1167278949,Kleinwagen,1.10 €,242.5,2003,UnbeschädigtesFahrzeug,94481,"                    Verkaufe hier meinen Ford Fiesta tdci das Auto hat Im April neu Tüv bekommen ohne Mängel und ist voll Fahrbereit. Bis auf die Türen soweit Rostfrei und für das Alter noch in gutem Zustand. Der Fiesta ist 8 Fach bereift und es wurde immer der Ök Wechsel in einer Fachwerkstatt gemacht. Km sind Langstrecken Kilometer. Das Fahrzeug ist angemeldet und sofort verfügbar.Bei fragen bitte Mail oder anrufenUnd bitte keine Anfragen was ist letzte Preis oder gebe dir 500 oder so ... Preis ist VB aber zu verschenken ist das Auto nicht !!!KleinwagenGebrauchtfahrzeugHubraum: 1399 cm³Anzahl der Türen: 2/3 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro3Umweltplakette: --Anzahl der Fahrzeughalter: --HU: --Farbe: GrauFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: GrauAirbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Biodiesel geeignet, CD-Spieler, Elektr. Fensterheber, Elektr. Wegfahrsperre, Servolenkung, Tuner/Radio, ZentralverriegelungDer Preis ist Verhandlungsbasis.PrivatanbieterAndre Kloiber94481 Haus im WaldDeutschland1. Tel.-Nr.: +49 0175 99605022. Tel.-Nr.: +49 0151 10394050Weitere Informationen bei",94481Bayern-Rehbruck
205,1167053445,Kleinwagen,2.90 €,168.595,2006,UnbeschädigtesFahrzeug,84140,"                    Ford Fiesta, gepflegt, Benzin und Flüssiggas betrieben, dadurch kostengünstiges tanken und Umweltfreundlich, 8-Fach bereiftKleinwagenGebrauchtfahrzeugHubraum: 1388 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro4Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 8/2020Farbe: SchwarzFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front- und Seiten-AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): LED-TagfahrlichtPannenhilfe: PannenkitAusstattungABS, Alarmanlage, CD-Spieler, Elektr. Fensterheber, Elektr. Wegfahrsperre, Scheckheftgepflegt, Servolenkung, Sommerreifen, Winterreifen, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter84140 GangkofenDeutschlandWeitere Informationen bei",84140Bayern-Gangkofen
210,1166020150,Kleinwagen,14.29 €,9.5,2018,UnbeschädigtesFahrzeug,Haitz,"                    Magnetic-Graumet.,Stoff schwarz,Navigationssystem,Sitzheizung,Cool&Sound-Paket 4,Body-Styling-Paket,Außenspiegel elektr. anklappbar,Verglasung hinten abgedunkelt (Privacy Glass)Bord-/Verbrauchscomputer,Airbag Beifahrerseite abschaltbar,Außenspiegel elektr. verstell- und heizbar,Blinkleuchte in Außenspiegel integriert,Brillenfach in Dachhimmel / Dachkonsole integriert,Dachhimmel Stoff, dunkel,Dachspoiler Wagenfarbe,Einstiegschienen mit Modell-Schriftzug,Elektr. Bremskraftverteilung,Energierückgewinnung (Smart Regenerative Charging),Fahrassistenz-System: Berganfahr-Assistent (Hill-Holder),Fahrassistenz-System: Notbrems-Assistent,Fahrassistenz-System: Spurhalteassistent,Fußmatten Velours - vorn,Getriebe 6-Gang - Typ: 6MX65,Handbremshebelgriff Leder,Intelligent Protection System (IPS),Isofix-Aufnahmen für Kindersitz,Karosserie: 5-türig,Kopfstützen hinten mechan. verstellbar (3 Stück),Kühlergrill im Sport-Design,Lendenwirbelstütze Sitz vorn links,Lenksäule (Lenkrad) höhen-/längsverstellbar,LM-Felgen,Mittelkonsole,Motor 1,0 Ltr. - 74 kW EcoBoost KAT,My Key (2. Fahrzeugschlüssel programmierbar),Nebelscheinwerfer mit statischem Abbiegelicht,Otto-Partikelfilter (OPF),Pedale Aluminium,Reifendruck-Kontrollsystem,Rücksitz geteilt,Rücksitzlehne klappbar,Schadstoffarm nach Abgasnorm Euro 6,Schadstoffarm nach Abgasnorm Euro 6d-TEMP, Scheinwerfer mit Ausschaltverzögerung,Scheinwerfer-Assistent mit Tag-/Nachtsensor,Sitz vorn links höhenverstellbar,Sport-Fahrwerk,Sportsitze vorn, Verglasung getönt,Warnanlage für Sicherheitsgurte hinten,Funk-ZV,Eingabefehler und Zwischenverkauf unter VorbehaltKleinwagenGebrauchtfahrzeugHubraum: 998 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro6d-TEMPUmweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 1HU: --Farbe: Grau MetallicFarbe (Hersteller): Magnetic-Grau (Metallic)Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front-AirbagsAnhängerkupplung: --Radio: Tuner/RadioTagfahrlicht (Art): TagfahrlichtAusstattungABS, Armlehne, Bordcomputer, CD-Spieler, ESP, Elektr. Fensterheber, Elektr. Seitenspiegel, Isofix, Leichtmetallfelgen, Navigationssystem, Nebelscheinwerfer, Regensensor, Servolenkung, Sitzheizung, Sportfahrwerk, Sportsitze, ZentralverriegelungWeitere Informationen bei","Haitzing4,94575Bayern-Windorf"
211,1165947744,Kleinwagen,3.20 €,73.399,2008,UnbeschädigtesFahrzeug,94569,"                    Verkaufe hier mein erstes Auto, das nach 11 Jahren in einem noch sehr guten Zustand ist.Hierfür spricht auch der relativ niedrige Kilometerstand von ca. 73400 km.",94569Bayern-Stephansposching
212,1165643951,Kleinwagen,1.90 €,122,2007,UnbeschädigtesFahrzeug,93413,"                    Verkaufe im Auftrag einen gut erhaltenen Ford Fiesta. Es sind Sommer und Winterreifen dabei. Laut Kunde leuchtet sporadisch die Batterieladekontrolle wobei schon die Lichtmaschine erneuert wurde.KleinwagenGebrauchtfahrzeugHubraum: 1388 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro3Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: --HU: 11/2020Farbe: BlauFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: --Airbags: --Anhängerkupplung: --Radio: Tuner/RadioAusstattungABS, Elektr. Fensterheber, Elektr. Wegfahrsperre, Nichtraucher-Fahrzeug, Servolenkung, Tuner/Radio, ZentralverriegelungDer Preis ist Verhandlungsbasis.Privatanbieter93413 ChamDeutschlandWeitere Informationen bei",93413Bayern-Cham
213,1165501427,Limousine,5.75 €,94.562,2010,UnbeschädigtesFahrzeug,94469,                    Verkaufe meinen Ford Fiesta wegen geplanter Neuanschaffung.- Querlenker vorne links und rechts wurden im Februar 2019 erneuert- Bremsenbeläge wurden im Juni 2018 erneuert- Bremsscheiben wurden im September 2018 erneuert- Tieferlegungsfedern (Orginalfedern vorhanden und sind im Preis inbegriffen)- Sommer wie Winterreifen laufen auf Alufelgen und sind wie neu,94469Bayern-Deggendorf
215,1164171253,Kleinwagen,1.60 €,176.329,2006,10,94060,                    Verkaufe hier meinen Ford Fiesta er ist in einem sehr guten Zustand funktioniert einwandfrei auch der nächste TÜV ist kein Problem. Alle Service wurden bei Ford durchgeführt.,94060Bayern-Pocking
216,1158630712,Kleinwagen,1.30 €,150,2006,UnbeschädigtesFahrzeug,94501,                    In sehr gutem Zustand2 SchlüsselAlu FelgenFür weitere info bitte meldenFest preis,94501Bayern-Aidenbach
217,1162471197,Kleinwagen,2.00 €,220,2004,UnbeschädigtesFahrzeug,94535,"                    Das Fahrzeug wurde aktuell Tüv gefahren und hat ohne Mängel bestanden.Kilometer original und nur Langstrecke.Motor kein Ölaustritt, kein Zahnriemen sondern wartungsfreie Steuerkette.Die meisten Verschleißteile sind bereits erneuert.Die Farbe heißt Mango, ein ganz besonderer Lack, der je nach Licht unterschiedliche Farben zeigt.Hier eine Liste der kürzlich erneuerten Teile:-Bremsen vorne und hinten komplett-Beide Spurstangenköpfe-Beide Kotflügel erneuert-Ventildeckeldichtung (Dicht)-Neue Zündspule und Kerzen-Alufelgen 7x15 mit neuen Sommerreifen 195/50 (eingetragen)-Klimakühler und Verdampfer-Fensterheberschalter-Luftfilter und Innenraumfilter-Auspuff,-Gebe noch einen neuen Keilriemen und einen neuen Benzinfilter dazu)-etc-Kennzeichenbeleuchtung LED-Radioeinsatz Umbau auf Standard Radio mit zusätzlichen Ablagefach-Bluetooth Radio NEU!-Antenne kurz-Lautsprecher hinten Pioneer in Ablage-Weiße BlinkerStahlefelgen für Winterreifen mit schönen Radblenden vorhanden.Der Preis ist hier fast allein durch die Neuteile und TÜV Neu erreicht!Die Aluräder in 7x15 und die neien Breitreifen 195/50 kamen mit Eintragung auf 400€.Dies wird hier leider bei der Preiseinschätzung nicht berücksichtigt!(mit Stahlfelgen und gebrauchten Sommerreifen werden 250€ abgezogen)KleinwagenGebrauchtfahrzeugUnfallfreiHubraum: 1299 cm³Anzahl der Türen: 4/5 TürenAnzahl Sitzplätze: 5Schadstoffklasse: Euro3Umweltplakette: 4 (Grün)Anzahl der Fahrzeughalter: 2HU: 7/2021Farbe: Orange MetallicFarbe (Hersteller): --Innenausstattung: StoffFarbe der Innenausstattung: SchwarzAirbags: Front-AirbagsAnhängerkupplung: --Radio: Tuner/RadioPannenhilfe: ReserveradAusstattungABS, Bluetooth, E10-geeignet, Elektr. Fensterheber, Elektr. Wegfahrsperre, Lederlenkrad, Leichtmetallfelgen, MP3-Schnittstelle, Nichtraucher-Fahrzeug, Schlüssellose Zentralverriegelung, Servolenkung, Sommerreifen, USB, ZentralverriegelungPrivatanbieter94535 Eging am SeeDeutschlandTel.: +49 8544 9180983Weitere Informationen bei",94535Bayern-EgingamSee
